volume,sub_volume,sub_volume_note,author,section,work,work_note,work_section,book,book_note,chapter,paragraph,sub_paragraph,page,type,fragment_number,fragment_letter,fragment_note,witness,text,translation,commentary,note
"Volumen primum",,,HELLANICUS,"HELLANICI FRAGMENTA",ΒΟΙΩΤΙΑΚΑ,,,,,,,,47,fragment,10,,,"Scholia in Platonem p. 376:","Κόδρος ἦν ἀπὸ Δευκαλίωνος, ὥς φησιν Ἑλλάνικος. Γίνεται γὰρ Δευκαλίωνος μὲν καὶ Πύῤῥας, ὡς δὲ τινὲς, Διὸς καὶ Πύῤῥας, Ἕλλην· Ἕλληνος δὲ καὶ Ὀθρηίδος, Ξοῦθος, Αἴολος, Δῶρος, Ξενοπάτρα· Αἰόλου δὲ καὶ Ἴφιδος τῆς Πηνειοῦ, Σαλμωνεύς· Σαλμωνέως δὲ καὶ Ἀλκιδίκης, Τυρὼ, ἧς καὶ Ποσειδῶνος, Νηλεύς· Νηλέως δὲ καὶ Χλωρίδος, Περικλύμενος· Περικλυμένου δὲ καὶ Πεισιδίκης, Βῶρος· Βώρου δὲ καὶ Λυσιδίκης, Πένθιλος· Πενθίλου δὲ καὶ Ἀγχιρόης, Ἀνδρόπομπος· Ἀνδροπόμπου δὲ καὶ Ἡνιόχης, τῆς Ἀρμενίου, τοῦ Ζευξίππου, τοῦ Εὐμήλου, τοῦ Ἀδμήτου, Μέλανθος. Οὗτος, Ἡρακλειδῶν ἕπιόντων, ἐκ Μεσσήνης εἰς Ἀθήνας ἀνεχώρησε· καὶ αὐτῷ γίνεται παῖς Κόδρος.","Codrus ex Deucalionis posteris erat, auctor Hellanico. Nam Deucalionis, vel, ut nonnulli dicunt, Jovis ex Pyrrha filius est Hellen; Hellenis ex Othreide Xuthus, Æolus, Dorus, Xenopatra; Æoli ex Iphide, Penei filia, Salmoneus; Salmonei ex Alcidice Tyro, hujus et Neptuni Neleus; Nelei ex Chloride Periclymenus; Periclymeni e Pisidice Borus; Bori e Lysidice Penthilus; Penthili ex Anchirhoe Andropompus; Andropompi ex Henioche, Armenii, Zeuxippi, Eumeli, Admeti, Melanthus, qui sub Heraclidarum adventu Messene Athenas emigravit, eique filius est Cordrus.",,
"Volumen primum",,,HELLANICUS,"HELLANICI FRAGMENTA",ΒΟΙΩΤΙΑΚΑ,,,,,,,,47,fragment,11,,,"Schol. Pindar. Pyth. VIII, 68, de Adrasto, Talai filio, rege Argivorum:","Πρότερον μὲν ἐσώθη μόνος· κατὰ δὲ τὴν δευτέραν στρατείαν πάντων σωθέντων, αὐτὸς μόνος τὸν υἱὸν ἀπέβαλεν, Αἰγιαλέα, ὥς φησιν Ἑλλάνικος, λέγων, ἐν Γλίσαντι τὴν συμβολὴν γεγενῆσθαι.","In prima contra Thebas expeditione solus Adrastus servatus est, in altera vero, reliquis omnibus servatis, ille solus Ægialeum filium amisit, ut ait Hellanicus, qui pugnam ad Glisantem pugnatam esse commemorat.",,
"Volumen primum",,,HELLANICUS,"HELLANICI FRAGMENTA",ΒΟΙΩΤΙΑΚΑ,,,,,,,,47,fragment,12,,,"Schol. Eurip. Phœn. 71:","Ἑλλάνικος δὲ ἱστορεῖ, κατὰ συνθήκας αὐτὸν (Polynicen) συγχωρῆσαι τὴν βασιλείαν Ἐτεοκλεῖ, λέγων, αἵρεσιν αὐτῷ προτεῖναι τὸν Ἐτεοκλῆ, εἰ βούλοιτο τὴν βασιλείαν ἔχειν, ἢ τὸ μέρος τῶν χρημάτων λαβεῖν, καὶ ἑτέραν πόλιν οἰκεῖν. Τὸν δὲ λαβόντα τὸν ὅρμον καὶ τὸν χιτῶνα Ἁρμονίας, ἀναχωρῆσαι εἰς Ἄργος, κρίναντος τοῦ μέρους τὴν βασιλείαν Οἰδίποδός που χωρῆσαι (Matthiæ suspicatur τὸν δὲ—κρίναντα ἐντὶ τοῦ μέρους τὴν βασιλείαν Οἰδ. Συγχωρῆσαι). Ὧν τὸν μὲν ὅρμον Ἀφροδίτῃ (Ἀφροδίτη Weseling.), τὸν δὲ χιτῶνα Ἀθηνᾷ (Ἀθηνᾶ idem) ἐχαρίσατο, ᾧ (alii δ) καὶ δέδωκε τὴν θύγατρα Ἄδραστος Ἀργείαν.","Hellanicus narrat Polynicen pantione regnum concessisse Eteocli fratri, hunc dicens optionem ei dedisse utrum vellet regiam habere dignitatem, an, accepta opum parte, in alia urbe vitam degere. Illum vero, postquam monile illud aureum et Harmoniæ peplum accepisset, pro hac portione Œdipi regnum concedere non dubitantem Argos sese contulisse. Et monile quidem Venus, peplum vero Minerva Harmoniæ donaverant: quæ deinde Adrasti filiæ, Argiæ, dedit Polynices.— Hellanicus de excæcatione Œdipodis similia narraverat Euripidi.","«Malim vel servare lectionem ᾧ—τὴν θύγατρα— Ἁργείαν, ut ᾧ pertineat ad Polynicen, vel certe legere, ἃ—τῇ θυγατρὶ Ἀδράστου Ἀργείᾳ, posita post ἐχαρίσατο distinctione majori. Quæ posterior ratio mihi præferenda videtur etiam ideo, quia sic tollitur difficultas illa, quæ oritur e forma accusativi contracta θύγατρα, quæ non quidem defendi non potest, sed in tali scriptore, qualis est vel Hellanicus vel scholiastes, h. e. vel antiquissimo vel novo, eoque prosaico, videtur mihi habere insolens quid, conf. Schol. Ad Phœn. 61, ubi ad illa verba, quibus poeta dicit Oedipum sibi oculos eruisse, hæc addit: ὅμοια καὶ Ἑλλάνικος.» Sturz.",
"Volumen primum",,,HELLANICUS,"HELLANICI FRAGMENTA",ΒΟΙΩΤΙΑΚΑ,,,,,,,,48,fragment,13,,,"Stephan. Byz.:","Ἄλμων, πόλις Βοιωτίας, ὡς Ἑλλάνικος· καὶ Σάλμον αὐτήν φησι. κακῶς.","Almon, urbs Bœotiæ, ut Hellanicus, qui eam Salmum vocat, sed male.",,
"Volumen primum",,,HELLANICUS,"HELLANICI FRAGMENTA",ΑΣΩΠΙΣ,,,,,,,,48,fragment,14,,,"Marcellinus in Vita Thucydidis, non procul ab initio (p. 313 ed. Popp.), postquam Pherecydem dixerat Miltiadis genus ab Ajace et Æaco deducere, Μαρτυρεῖ τούτοις, inquit,","καὶ Ἑλλάνικος ἐν τῇ ἐπιγραφομένῃ Ἀσώπιδι.","Miltiadem genus ab Ajace et Æaco ducere testatur et hellanicus in eo libro qui inscribitur Asopis.",,
"Volumen primum",,,HELLANICUS,"HELLANICI FRAGMENTA",ΔΕΥΚΑΛΙΩΝΕΙΑ,,,,,,,,48,fragment,15,,,"Schol. Apollon. Rhod. III, 1084, et Phavorin. in v. Θεσσαλία:","Ὅτι δὲ Προμηθέως υἱὸς Δευκαλίων ἐβασίλευσε Θεσσαλίας, Ἑλλάνικος φησί· καὶ ὅτι δώσεκα θεῶν βωμὸν ἱδρύσατο.",,,
"Volumen primum",,,HELLANICUS,"HELLANICI FRAGMENTA",ΔΕΥΚΑΛΙΩΝΕΙΑ,,,,,,,,48,fragment,15,,,"Ηæc e Deucalioniæ libro primo petita esse docent idem Schol. v. 1085, et ex eo Phavor. in v. Δευκαλίων·","Ὅτι δὲ ὁ Δευκαλίων ἐβασίλευσε Θεσσαλίας, Ἑλλάνικος ἐν τῷ πρώτῳ τῆς Δευκαλιωνίας φησὶν, καὶ ὅτι τῶν δώδεκα θεῶν βωμοὺς ὁ Δευκαλίων ἱδρύσατο, Ἑλλάνικος ἐν τῷ αὐτῷ φησι συγγράμματι.","Prometheum, Deucalionis filium, Thessaliæ regem fuisse atque aras duodecim diis exstruxisse Hellanicus dicit primo libro Deucalioniæ.",,
"Volumen primum",,,HELLANICUS,"HELLANICI FRAGMENTA",ΔΕΥΚΑΛΙΩΝΕΙΑ,,,,,,,,48,fragment,16,,,"Schol. Pindar. Olymp. IX, 64:","Ἡ δὲ Πύῤῥα καὶ Δευκαλίων, ἐκ τοῦ Παρνασοῦ ἐλθόντες ἐν τῇ λάρνακι, πρῶτον ᾤκησαν ἐν τῇ Ὀποῦντι πλησίον Παρνασοῦ. Ἔνιοι δὲ οὐκ ἐν τῇ Ὀποῦντί φασι Δευκαλίωνα καὶ Πύῤῥαν οἰκῆσαι· ὁ γὰρ Ἀπολλόδωρος οὕτω γράφει· «οἰκῆσαι δὲ ἐν Κύνῳ τὸν Δευκαλίωνα λέγεται καὶ τὴν Πύῤῥαν, καὶ τὴν Πρωτογένειαν ἐκεῖ τετράφθαι φασίν.» Ἱστορεῖ δὲ ταῦτα καὶ Ἑλλάνικος. Δυσχεραίνοι δ ̓ ἄν τις, πῶς τινές φασι Πύῤῥας καὶ Δευκαλίωνος εἶναι Πρωτογένειαν, τοῦ Πινδάρου ἐξ Ὀποῦντός τινος Ἠλείου λέγοντος αὐτὴν γεγενῆσθαι. Ὁ δὲ Ἑλλάνικος καὶ τὴν λάρνακα οὐ τῷ Παρνασῷ φησι προσενεχθῆναι, ἀλλὰ περὶ περὶ τὴν Ὄθρυν τῆς Θεσσαλίας.","Pyrrha et Deucalion ex Parnasso navigio descendentes primum habitabant Opunte, quæ urbs Parnasso adjacet. Non omnes tamen ita statunt. Apollodorus enim scribit bæc: «Deucalion et Pyrrha Cyni habitasse dicuntur, ibique Protogeniam educatam ese aiunt.» Eadem narrat Hellanicus. Improbandum vero putares, quod nonulli Protogeniam Deucalionis e Pyrrha filiam faciunt, quum Pindarus eam ab Elio quodam Opuntio oriundam dicat. Sed Hellanicus etiam navigium illud non ad Parnassum, sed ad Othryn, Thessaliæ montem, delatum esse tradit.",,
"Volumen primum",,,HELLANICUS,"HELLANICI FRAGMENTA",ΔΕΥΚΑΛΙΩΝΕΙΑ,,,,,,,,48,fragment,17,,,"Athenæus X, p. 416, A:","Ἑλλάνικος ἐν πρώτῳ Δευκαλιωνείας Ἐρυσίχθονα φησὶ τὸν Μυρμιδόνος, ὅτι ἦν ἄπληστος βορᾶς, Αἴθωνα κληθῆναι.","Hellanicus, primo libro Deucalioniæ, Erysichthonem ait, Myrmidonis filium, quoniam inexplebilis esset helluo, Æthonem fuisse appellatum.",,
"Volumen primum",,,HELLANICUS,"HELLANICI FRAGMENTA",ΔΕΥΚΑΛΙΩΝΕΙΑ,,,,,,,,48,fragment,18,,,"Steph. Byz.:","Ἀγάθεια, πόλις Φωκίδος, ὡς Ἑλλάνικος πρώτῳ Δευκαλιωνείας.","Agathea, oppidum Phocidis, ut Hellanicus primo Deucalioniæ.",,
"Volumen primum",,,HELLANICUS,"HELLANICI FRAGMENTA",ΔΕΥΚΑΛΙΩΝΕΙΑ,,,,,,,,48,fragment,19,,,"Steph. Byz.:","Ἄλπωνος, πόλις καὶ ὄρος ἐν Μακεδονίᾳ.— Ἔστι καὶ ἄλλη Λοκρῶν τῶν Ἐπικνημιδίων, ὡς Ἑλλάνικος ἐν πρώτῃ Δευκαλιωνίας.","Alponus, urbs et mons in Macedonia.— Est item alia Locrorum Epicnemidiorum, uti Hellanicus libro primo Deucalioniæ perhibet.",,
"Volumen primum",,,HELLANICUS,"HELLANICI FRAGMENTA",ΔΕΥΚΑΛΙΩΝΕΙΑ,,,,,,,,48,fragment,20,,,"Steph. Byz.:","Ἄσπενδος, πόλις Παμφυλίας, Ἀσπένδου κτίσμα, ὡς Ἑλλάνικος ἐν πρώτῳ Δευκαλιωνίας.","Aspendus, urbs Pamphyliæ ab Aspendo condita, ut Hellanicus libro primo Deucalioniæ.",,
"Volumen primum",,,HELLANICUS,"HELLANICI FRAGMENTA",ΔΕΥΚΑΛΙΩΝΕΙΑ,,,,,,,,48,fragment,21,,,"Steph. Byz.:","Θηγώνιον, πόλις Θεσσαλίας· Ἑλλάνικος πρώτῃ Δευκαλιωνείας.","Thegonium, urbs Thessaliæ, ut Hellanicus libro primo Deucalioniæ.",,
"Volumen primum",,,HELLANICUS,"HELLANICI FRAGMENTA",ΔΕΥΚΑΛΙΩΝΕΙΑ,,,,,,,,48,fragment,22,,,"Steph. Byz.:","Καλλίαρος, πόλις Λοκρῶν, ἀπὸ Καλλιάρου, τοῦ Ὀδοιδόκου καὶ Λαονόμης, ὡς Ἑλλάνικος ἐν πρώτῃ Δευκαλιωνείας.","Calliarus, ursb Locrorum a Calliaro, Odœdoci ex Laonoma filio, condita, ut Hellanicus ait libro primo Deucalioniæ.",,
"Volumen primum",,,HELLANICUS,"HELLANICI FRAGMENTA",ΔΕΥΚΑΛΙΩΝΕΙΑ,,,,,,,,49,fragment,23,,,"Steph. Byz.:","Λακέρεια, πόλις Μαγνησίας· Ἑλλάνικος Δευκαλιωνείας πρώτῳ.","Laceria, urbs Magnesiæ. Hellanicus libro primo Deucalioniæ.","V. Holsten. Ad h. l.",
"Volumen primum",,,HELLANICUS,"HELLANICI FRAGMENTA",ΔΕΥΚΑΛΙΩΝΕΙΑ,,,,,,,,49,fragment,24,,,"Steph. Byz.:","Μισγομεναὶ, πόλις θετταλίας· Ἑλλάνικος πρώτῳ Δευκαλιωνείας.","Misgomenæ, urbs Thessaliæ, Hellanicus libro primo Deucalioniæ.",,
