volume,sub_volume,sub_volume_note,author,section,work,work_note,work_section,book,book_note,chapter,paragraph,sub_paragraph,page,type,fragment_number,fragment_letter,fragment_note,witness,text,translation,commentary,note
"Volumen primum",,,ACUSILAUS,"ACUSILAI FRAGMENTA",ΓΕΝΕΑΛΟΓΙΑΙ,,,,,,,,101,fragment,8,,,"Schol. Apollon. III, 1123:","Ἀκουσίλαος καὶ Ἡσίοδος ἐν ταῖς μεγάλαις Ἠοίαις φασὶν ἐξ Ἰοφώσσης τῆς Αἰήτου","Acusilaus et Hesiodus in Eœis magnis dicunt ex Iophossa, Æetæ filia, Phrixum genuisse Argum.","(Phrixum genuisse Argum).",
"Volumen primum",,,ACUSILAUS,"ACUSILAI FRAGMENTA",ΓΕΝΕΑΛΟΓΙΑΙ,,,,,,,,101,fragment,9,,,"Schol. Apoll. Rh. IV, 1147:","Περὶ δὲ τοῦ δέρους, ὅτι ἦν χρυσοῦν, οἱ πλεῖστοι ἱστοροῦσιν. Ἀκουσίλαος δὲ ἐν τῷ περὶ γενεαλογιῶν πορφυρευθῆναι φησὶν ἀπὸ τῆς θαλάσσης.","Plurimi narrant vellus illud aureum fuisse; Acusilaus vero in libro de Genealogiis dicit ex mari purpura tinctum esse.",,
"Volumen primum",,,ACUSILAUS,"ACUSILAI FRAGMENTA",ΓΕΝΕΑΛΟΓΙΑΙ,,,,,,,,101,fragment,10,,,"Schol. Apollon. IV, 57:","Τὸν Ἐνδυμίωνα Ἡσίοδος μὲν Ἀεθλίου τοῦ Διὸς καὶ Καλύκης παῖδα λέγει, παρὰ Διὸς εἰληφότα δῶρον, αὐτὸν ταμίαν εἶναι θανάτου, ὅτε μέλλοι ὀλέσθαι. Καὶ Πείσανδρος δὲ τὰ αὐτά φησι, καὶ Ἀκουσίλαος, καὶ Φερεκύδης.","Endymionem Hesiodus dicit Aethlio, Jovis filio, ex Calyce natum, cui a Jove dono datum esset, se moriturum mortis arbitrum esse. Eadem narrant Pisander, Acusilaus, Pherecydes.",,
"Volumen primum",,,ACUSILAUS,"ACUSILAI FRAGMENTA",ΓΕΝΕΑΛΟΓΙΑΙ,,,,,,,,101,fragment,11,,,"Tzetzes ad Lycophr. 177:","Ὠκεανοῦ καὶ Τηθύος, Ἴναχος· Ἰνάχου καὶ Μελίας τῆς Ὠκεανοῦ, Φορωνεὺς, καὶ Αἰγιαλεὺς Ἄπαις, ἀφ ̓ οὗ Αἰγιάλεια ἡ χώρα. Φορωνεὺς δυναστεύων Πελοποννήσου, ἐκ Τηλοδίκης νύμφης γεννᾷ Ἄπιν καὶ Νιόβην. Ἄπις οὖν τυραννικῶς ζῶν, ἀναιρεῖται ὑπὸ Θελξίονος καὶ Τελχῖνος, ἀφ ̓ οὗ καὶ ἡ χώρα Ἀπία, ἡ τῆς Πελοποννήσου. Νιόβης, τῆς Ἄπιδος ἀδελφῆς, καὶ Διὸς Ἄργος, ἀφ ̓ οὗ ἡ χώρα. Κατὰ δὲ Ἀκουσίλαον, καὶ Πελασγὸς σὺν Ἄργῳ, ἀφ ̓ οὗ ἡ Πελοποννήσου χώρα, ἡ καὶ Ἀπία λεγομένη, μέχρι Φαρσαλίας καὶ Λαρίσσης, Πελασγία ἐκλήθη.","Oceaniet Tethyos Inachus, Inachi et Meliæ, Oceani filiæ, Phoroneus et Ægialeus liberis carens, a quo Ægialea nomen habet. Phoroneus, Peloponnesi princeps, e Telodice nympha Apin genuit et Nioben. Apis, a quo regio Peloponnesiaca Apia nominata est, quum tyrannice viveret, a Thelxione et Telchine interficitur. Niobes, Apidis sororis, ex Jove filius est Argus, a quo terra nominata est, et præter Argum, ut Acusilaus dicit, Pelasgus, a quo Peloponnesus, quæ et Apia audit, usque ad Pharsaliam et Larissam, appellata est Pelasgia.",,
"Volumen primum",,,ACUSILAUS,"ACUSILAI FRAGMENTA",ΓΕΝΕΑΛΟΓΙΑΙ,,,,,,,,101,fragment,11,a,,"Didymus apud Macrob. Saturn. V, 18 (p. 130 Bip.):","Ὁ γοῦν Ἀγησίλαος (leg. Ἀκουσίλαος) διὰ τῆς πρώτης ἱστορίας δεδήλωκεν, ὅτι Ἀχελῷος πάντων τῶν ποταμῶν πρεσβύτατος· ἔφη γὰρ Ὠκεανὸς δὲ γαμεῖ Τηθὺν ἑαυτοῦ ἀδελφήν· τῶν δὲ γίνονται τρισχίλιοι ποταμοί· Ἀχελῷος δὲ αὐτῶν πρεσβύτατος καὶ τετίμηται μάλιστα.","Acusilaus in primo libro passim ostendit Acheloum omnium fluviorum esse antiquissimum. Dicit enim: «Oceanus vero uxorem ducit Tethyn ipsius sororem, Ex his nascuntur ter mille fluvii, quorum Achelous natu maximus est, et præ ceteris habetur in honore.»",,
"Volumen primum",,,ACUSILAUS,"ACUSILAI FRAGMENTA",ΓΕΝΕΑΛΟΓΙΑΙ,,,,,,,,101,fragment,12,,,"Apollod. Il, 1, 1:","Νιόβης καὶ Διὸς ... παῖς Ἄργος ἐγένετο· ὡς δὲ Ἀκουσίλαός φησι, καὶ Πελασγὸς, ἀφ ̓ οὗ κληθῆναι τοὺς τὴν Πελοπόννησον οἰκοῦντας Πελασγούς. Ἡσίοδος δὲ τὸν Πελασγὸς αὐτόχθονά φησιν εἶναι.","Jovis ex Niobe, filius erat Argus et Acusilao auctore, Pelasgus, a quo Peloponnesi incolæ Pelasgi nominati sunt. Hesiodus vero Pelasgum autochthonem esse dicit.",,
"Volumen primum",,,ACUSILAUS,"ACUSILAI FRAGMENTA",ΓΕΝΕΑΛΟΓΙΑΙ,,,,,,,,101,fragment,12,,,"Idem III, 8, 1:","Τὸν Πελασγὸν Ἀκουσίλαος Διὸς λέγει καὶ Νιόβης, ... Ἡσίοδος δὲ αὐτόχθονα.",,,
"Volumen primum",,,ACUSILAUS,"ACUSILAI FRAGMENTA",ΓΕΝΕΑΛΟΓΙΑΙ,,,,,,,,101,fragment,13,,,"Ge. Syncellus Chronograph. p. 64, B, C.:","Οὐδὲν ἀξιομνημόνευτον Ἕλλησιν ἱστορεῖται πρὸ Ὠγύγου, πλὴν τοῦ Φορωνέως τοῦ συγχρονίσαντος αὐτῷ, καὶ Ἰνάχου τοῦ Φορωνέως πατρὸς, ὃς πρῶτος Ἄργους ἐβασίλευσεν, ὡς Ἀκουσίλαος ἱστορεῖ.","Ante Ogygen nihil apud Græcos narratur dignum quod memoretur, excepto Phoroneo, illius æquali, atque Inacho, Phoronei patre, qui primus Argolidis rex erat, ut narrat Acusilaus.","Conf. Pausan. II. 15, p. 144 sq.",
"Volumen primum",,,ACUSILAUS,"ACUSILAI FRAGMENTA",ΓΕΝΕΑΛΟΓΙΑΙ,,,,,,,,101,fragment,14,,,"Clemens Alexandr. Strom. I, p, 321, A, et ex eo Euseb. Præp. evang. X, 12, p. 497, D:","Ἀκουσίλαος Φορωνέα πρῶτον ἄνθρωπον (Euseb. ἀνθρώπων) γενέσθαι λέγει. ... Ἐντεῦθεν ὁ Πλάτων ἐν Τιμαίῳ (p. 22, A) κατακολουήσας Ἀκoυσιλάῳ γράφει. Καί ποτε προαγαγεῖν βουληθεὶς αὐτοὺς περὶ τῶν ἀρχαίων εἰς λόγους τῶν τῇδε, τὰ ἀρχαιότατα λέγειν ἐπιχειρεῖ, περὶ Φορωνέως τε τοῦ πρώτου λεχθέντος καὶ Νιόβης.","Acusilaus dicit Phoroneum fuisse primum hominum. ... Hinc Plato in Timæo secutus Acusilaum, scribit: Et quum vellet eos aliquando inducere ut dicerent de rebus antiquis ejus civitatis, aggreditur dicere quæ sunt antiquissima, de Phoroneo, qui dictus est primus hominum, et de Niobe.",,
"Volumen primum",,,ACUSILAUS,"ACUSILAI FRAGMENTA",ΓΕΝΕΑΛΟΓΙΑΙ,,,,,,,,101,fragment,14,,,"Euseb. Præp. ev. X, I0, p. 480, A (ex Julio Africano):","Ἀπὸ Ὠγύγου τοῦ παρ ̓ ἐκείνοις (τοῖς Ἀττικοῖς) αὐτόχθονος πιστευθέντος, ἐφ ̓ οῦ γέγονεν ὁ μέγας καὶ πρῶτος ἐν τῇ Ἀττκῇ κατακλυμὸς, Φορωνέως Ἀργείων βασιλεύοντος, ὡς Ἀκουσίλαος ἱστορεῖ, μέχρι πρώτης Ὀλυμπιάδος . . . . ἔτη συνάγεται χίλια εἴκοσιν.","Ab Ogyge, quem indidem satum esse credunt, sub quodammodo ingens illud primumque diluvium, regnante Argis Phoroneo, Atticam invasisse Acusilaus anctor est, ad primam usque olympiadem . . . anni colliguntur viginti supra mille.",,
"Volumen primum",,,ACUSILAUS,"ACUSILAI FRAGMENTA",ΓΕΝΕΑΛΟΓΙΑΙ,,,,,,,,102,fragment,15,,,"Joseph. Archæol. I, 4, extr.:","Ἡσίοδός τε καὶ . . . Ἀχουσίλαος. . . ἱστοροῦσι τοὺς ἀρχαίους ζήσαωτας ἔτη χιλια.","Hesiodus et Acusilaus narrant antiquissimorum temporum homines ad mille annos vixisse.",,
"Volumen primum",,,ACUSILAUS,"ACUSILAI FRAGMENTA",ΓΕΝΕΑΛΟΓΙΑΙ,,,,,,,,102,fragment,16,,,"Pausan. II, 16, 3, p. 146, de Mycene:","Ταύτην εἶναι θυγατέρα Ἰνάχου, γυναῖκα δὲ Ἀρέστοπος, τὰ ἔπη λέγει, ἃ δὴ Ἕλληνες καλῦσιν Ἠοίας μεγάλας ἀπὸ ταύτης οὖν γεγονέναι καὶ τὸ ὄνομα τῇ πόλει. Ὅν δὲ φασὶ προσποιούμενοι ἀκοῦσαι λογον (leg. cum Porsono τῇ πόλει φασίν. ὅν δὲ προσποιοῦσιν Ἀκουσιλάῳ λόγον), Μυκηνέα υἱὸν εἶναι Σπάρτωνος, Σπάρτωνος, Σπάρτωνα δὲ Φορωνέως, οὐκ ἄν ἔγωγε ἀποδεξαίμην, διότι μηδὲ αὐτοὶ Λακεδαιμόνιοι.","Mycenen Inachi filiam, Acestoris uxorem fuisse illo carmine narratur, quas Eæas magnas Græci dicunt, eamque urbi nomen dedisse ajunt. Quem vero Acusilao attribuunt sermonem, Myceneum Spartonis fuisse filium, spartonem Phoronei, mihi utique non probant, siquidem neque Lacedæmoniis.",,
"Volumen primum",,,ACUSILAUS,"ACUSILAI FRAGMENTA",ΓΕΝΕΑΛΟΓΙΑΙ,,,,,,,,102,fragment,17,,,"Apollod. II, 3:","Ἅργον τὸν πανόπτην. . . Ἀκουσίλαος γηγενῆ λέγετ.","Argum Panopten (omnia oculis cernentem) Acusilaus ex terra ortum dicit.",,
"Volumen primum",,,ACUSILAUS,"ACUSILAI FRAGMENTA",ΓΕΝΕΑΛΟΓΙΑΙ,,,,,,,,102,fragment,18,,,"Apollod. II, I, 3:","Ἡσίοδος καὶ Ἀκουσίλαος Πειρῆνος τὴν Ἰώ φασιν εἶναι.","Hesiodus et Acusilaus Pirenis filiam Io esse dicunt.",,
"Volumen primum",,,ACUSILAUS,"ACUSILAI FRAGMENTA",ΓΕΝΕΑΛΟΓΙΑΙ,,,,,,,,102,fragment,19,,,"Apollod. II, 2, 2,","Proæti filiæ ἐμάνησαν· ὡς μὲν Ἡσίοδός φησιν, ὅτι τὰς Διονύσου τελετὰς οὐ κατεδέχοντο· ὡς δὲ Ἀκουσίλαος λέγει, διότι τὸ τῆς Ἥρας ξόανον ἐξηυτέλισαν.","Proæti filiæ...in insaniam inciderunt, quod, ut Hesiodus inquit, Dionysi ferias minime receperant; ut Acusilaus, quod Junonis simulacrum nihili fecerant.",,
"Volumen primum",,,ACUSILAUS,"ACUSILAI FRAGMENTA",ΓΕΝΕΑΛΟΓΙΑΙ,,,,,,,,102,fragment,20,,,"Apollod. II, 5, 7,","taurum Cretensem Ἀκουσίλαος εἶναι φησὶ τὸν διαπορθμεύσαντα Εὐρώπην Διί.","Taurum Cretensem Acusilaus ait Europam Jovi per  mare portasse.",,
"Volumen primum",,,ACUSILAUS,"ACUSILAI FRAGMENTA",ΓΕΝΕΑΛΟΓΙΑΙ,,,,,,,,102,fragment,21,,,"Apollod. III, 4, 4:","Ἀκταίων τοῦτον ἐτελεύτησε τὸν τρόπον, ὡς Ἀκουσίλαος λέγει, μηνίσαντος τοῦ Διὸς, ὅτι ἐμνηστεύσατο Σεμέλην.","Talis vitæ finis Actæoni (a canibus lacerato) fuit Jove irascente, ut Acusilaus narrat, quod Semeles nuptias ambiisset.",,
"Volumen primum",,,ACUSILAUS,"ACUSILAI FRAGMENTA",ΓΕΝΕΑΛΟΓΙΑΙ,,,,,,,,102,fragment,21,a,,"Probus ad Virgil. Bucol. II, 48:","Narcissus flos, ut Acusilaus refert, a Narcisso Amaranthi, qui fuit Erechtheis, ex insula Euboea, interemptus ab Epope. Ex cruore ejus flores, qui nomen ejus acceperunt, procreati.",,"Pro Amaranthi scribendum est Amarynthi (v. Steph. Byz. s, v., Strabop. 448). In Erechtheis latere videtur Eretriensis. Nam Strabo p. 404 Narcissi Eretriensis monumentum memorat ad Oropum.",
"Volumen primum",,,ACUSILAUS,"ACUSILAI FRAGMENTA",ΓΕΝΕΑΛΟΓΙΑΙ,,,,,,,,102,fragment,22,,,"Apollod. III, 12, 6:","Ὁ Ἀσωπὸς ποταμὸς . . . ὡς Ἀκουσίλαος λέγει, Πηροῦς καὶ Ποσειδῶνος.","Asopus fluvius, ut Acusilaus dicit, Perus et Neptuni  filius est.",,
"Volumen primum",,,ACUSILAUS,"ACUSILAI FRAGMENTA",ΓΕΝΕΑΛΟΓΙΑΙ,,,,,,,,102,fragment,23,,,"Schol. Homer. Odyss. Ξ, 533:","Ἐπεχθεὺς ὁ τῶν Ἀθηναίων βασιλεὺς ἴσχει θυγατέρα τοὐνομα Ὠρείθυιαν κάλλει διαπρεπεστάτην. Κοσμήσας ταύτην ποτὲ, πέμπει κανηφόρον θύσουσαν εἰς τὴν ἀκρόπολιν τῇ Πολιάδι Ἀθηνᾷ. Ταύτης δὲ ὁ Βορέας ἄνεμος ἐρασθεὶς, λαθών τοὺς βλέποντας καὶ φυλάσσοντας τὴν κόρην ἥρπασεν. Καὶ διακομίσας εἰς Θράκην, ποιεῖται γυναῖκα. Γίνονται δὲ αὐτῷ παῖδες ἐξ αὐτῆς Ζήτης καὶ Κάλαΐς. Τὸ νάκος ἔπλευσαν ἐν τῇ Ἀργοῖ. Ἡ ἱστορία παρὰ Ἀκουσιλάῳ.","Erechtheus, rex Atheniensium, filiam habuit Orithyiam summa excellentem venustate. Quam quum Canephoram, ut sacrificia offerret Minervæ Poliadi, in Acropolin misisset, tanto Boreas ventus puellæ amore exarsit, ut non animadversus a præsentibus puellamque servantibus furtim eam subriperet et in Thessaliam translatam sibi jungeret connubio. Filios ex ea habuit Zeten et Calain, qui propter virtutem suam cum semideis Argo nave vecti sunt in Colchidem, unde vellus illud reportarent.",,
"Volumen primum",,,ACUSILAUS,"ACUSILAI FRAGMENTA",ΓΕΝΕΑΛΟΓΙΑΙ,,,,,,,,103,fragment,24,,,"Apollod. III, I5,2, de Zete et Calai:","Ὡς Ἀκουσίλαος λέγει, περὶ Τῆνον ὑφ' Ἡρακλέους ἀπώλοντο.","Zetes et Calais, ut Acusilaus dicit, ad Tenum ab Hercule interfecti sunt.",,
"Volumen primum",,,ACUSILAUS,"ACUSILAI FRAGMENTA",ΓΕΝΕΑΛΟΓΙΑΙ,,,,,,,,103,fragment,25,,,"Schol. Pindar. Pyth. III, 25:","Διὰ τί δὲ προὐτίμησε (Coronis) τὸν Ἴσχυν τοῦ Ἀπόλλωνος, Ἀγησίλαός (leg. Ἀχουσίλαός) φησιν, ὡς κατὰ δέος ὑπερψίας θνητῷ βουληθεῖσα συνεῖναι.","Causam, cur Coronis Ischyn Apollini præferendum duxerit, Acusilaus affert, quippe quæ verita ne a deo contemtui haberetur, cum mortali homine esse maluisset.",,
"Volumen primum",,,ACUSILAUS,"ACUSILAI FRAGMENTA",ΓΕΝΕΑΛΟΓΙΑΙ,,,,,,,,103,fragment,26,,,"Schol. Homer. II. r, 307:","Ἀφροδίτη χρησμοῦ ἐκπεσόντος, ὅτι τῆς τῶν Πριαμιδῶν ἀρχῆς καταλυθείσης, οἱ ἀπ ̓ Ἀγχίσου Τρώων βασιλεύσουσιν, Ἀγχίσῃ ἤδη παπηκμακότι συνῆλθεν. Τέκουσα δ ̓ Αἰνείαν, καὶ βουλομένη πρόφασιν κατασκευάσαι τῆς τῶν Πριαμιδῶν καταλύσεως, Ἀλεξάνδρῳ πόθον Ἑλένης ἐνέδαλε, καὶ μετὰ τὴν ἁρπαγὴν τῷ μὲν δοκεῖν δυνεμάχει τοῖς Τρωσί· ταῖς δὲ ἀληθείαις παρηγόπει τὴν ἡτταν αὐτῶν, ἵνα μὴ παντελῶς ἀπελπίσαντες ἀποδῶσι τῆν Ἑλένην. Ἱστορεὶ Ἀκουσίλαος.","Edito oraculo post dissolutam Priamidarum dominationem prosapiam Anchisæ regnum Trojanorum habituram esse, Venus cum Anchise vegetam ætatem jam egresso concubuit. Ex quo quum Æneani peperisset, ut Priamidarum potestatem subvertendi occasionem nancisceretur, Alexandro Helenæ amorem injecit, et post illius raptum a Trojanorum partibus stare visa est; re vera autem hac auxilii specie solabatur cladem eorum, ne prorsus desperantes Helenam redderent.",,
"Volumen primum",,,ACUSILAUS,"ACUSILAI FRAGMENTA",ΓΕΝΕΑΛΟΓΙΑΙ,,,,,,,,103,fragment,27,,,"Schol. Hom. Odyss. Λ, 519:","Εὐρύπυλος ὁ Ἀστυόχης καὶ Τηλέφου τοῦ Ἡρακλέους παῖς, λαχὼν τὴν πατρῷαν ἀρχὴν, τῆς Μυσίας ἀρχῆς προίσταται. Πυθόμενος δὲ Πρίαμος τῆς περὶ τούτου δυνάμεως, ἔπεμψεν ὡς αὐτὸν, ἵνα παραγένηται σύμμαχος. Εἰπόντος δὲ αὐτοῦ ὡς οὐκ ἐξὸν (Buttmann. ἐξῆν) αὐτῷ διὰ τὴν μητέρα, ἔπεμψεν ὁ Πρίαμος τῇ μητρὶ αὐτοῦ Ἀστυόχη δῶρον χρυσῆν ἄμπελον. Ἡ δὲ λαδοῦσα τὴν ἄμπελον, ἔπεμψε τὸν υἱὸν ἐπὶ στρατείαν. Νεοπτόλεμος δὲ ὁ Ἀχιλλέως παῖς τοῦτον ἀναιρεῖ (Buttmannus edidit ὁ Πρίαμος τῇ μητέρι αὐτοῦ δῶρα. Ἡ δὲ λαδοῦσα τὸν υἱὸν ἔπεμψιν ἐπὶ στρατείαν. Ὅν Νεοπτόλεμος ὁ τοῦ Ἀχιλλέως υἱὸς ἀναιρεῖ). Ἡ δὲ ἱστορία παρὰ Ἀκουσιλάῳ.","Eurypylus, filius Astyochæ et Telephi, Herculis filii, in Mysiæ regno patri successit. Cujus de polentia quum Priamus audivisset, misit qui ad belli societatem eum permovereut, et, respondente illo non licere sibi propter matrem, Astyochæ dono misit vitem auream. Qua accepta, misit illa filium in expeditionem. Hunc vero Neoptolemus, Achillis filius, occidit.",,
"Volumen primum",,,ACUSILAUS,"ACUSILAI FRAGMENTA",ΓΕΝΕΑΛΟΓΙΑΙ,,,,,,,,103,fragment,27,,,"Schol. Pind. Ol. VII, 42:","Ἔοικε δὲ ὁ Πίνδαρος ἐντετυχήκέναι τῷ Ἀχαιῷ ἱστοριογράφῳ· ἐκεῖνος γὰρ οὕτω γενεαλογεῖ· «Υπερόχου Εὐρύπυλος· οῦ Ἀστυδάμεια ἡ Τληπολέμου μήτηρ· καὶ αὐτὸς δὲ Ἀμύντωρ εἰς Δία τὸ γένος ἀνάγει·»","Hyperochi Eurypylus, cujus Ormenus, cujus Pheres,  cujus Amyntor, cujus Astydamia, Tlepolemi mater; et ipse Amyntor ad Jovem genus refert.","Pro τῷ Ἀχαιῷ ἱστορ. Bæckhius emendandum statuit Ἀκουσιλάῳ τῷ ἀρχαίῳ ἱστορ.",
