volume,sub_volume,sub_volume_note,author,section,work,work_note,work_section,book,book_note,chapter,paragraph,sub_paragraph,page,type,fragment_number,fragment_letter,fragment_note,witness,text,translation,commentary,note
"Volumen primum",,,THEOPOMPUS,"THEOPOMPI FRAGMENTA",ΕΛΛΗΝΙΚΑ,,,"LIBER III",,,,,279,fragment,11,,,"Athenæus XV, p. 676, D, ubi reprehendit eos, qui Naucratitem coronam e byblo coronaria confectam esse putent,","παρατιθέμενοι Θεοπόμπου ἐκ τῆς τρίτης τῶν Ἑλληνικῶν, ὅς φησιν Ἀγησιλάῳ τῷ Λάκωνι παραγινομένῳ εἰς Αἴγυπτον δῶρα πέμψαι τοὺς Αἰγυπτίους ἄλλα τέ τινα καὶ δὴ καὶ τὴν στεφανωτρίδα βύβλον.","Memorant Theopompi verba ex tertio libro Hellenicorum, ubi ait, «Agesilao Lacedæmonio, quum in Ægyptum pervenisset, dona misisse Ægyptios cum alia, tum byblum coronariam.»","Eundem locum ante oculos habuit Plutarch. Agesil. c. 36, ubi pro Theopompo perperam laudatur Theophrastus. (Cf. Apophthegm. Lac. tom. II, p. 210.) De donis Agesilao ab Ægyptiis missis iterum Theopompus loquitur libro undecimo et Philippicorum decimo tertio (v. fr. 23). Quare Wichers. Athenæum h. l. in laudando libro errasse suspicatur, idque eo magis, quod quæ Athenæus h. l. et fr. 23 tampquam ex diversis libris citaret, ea conjunctim referret Plutarchus. Quod ut fieri potuisse haud nego, ita non est quod cogat, ut hanc sententiam amplectaris; immo quum Plutarchus Agesilaum dicat delectatum esse coronæ simplicitate, aptamhujus rei Theopompus mentionem facere potuit in eorum temporum descriptione, quibus Lysandri institutis, de quibus hisce libris disserere debebat, fastus et luxuria plerosque Spartanorum invaserunt.",
"Volumen primum",,,THEOPOMPUS,"THEOPOMPI FRAGMENTA",ΕΛΛΗΝΙΚΑ,,,"LIBER IV",,,,,280,fragment,12,,,Stephanus:,"Ἄσπενδος...Θεόπομπος τετάριῃ Ἑλληνικῶν· «Ἀποτυχὼν δὲ τῶν Ἀσπενδίων.»","Aspendus … Theopompus libro quarto hellenicorum: «Qui aberravit ab Aspendiis.»",,
"Volumen primum",,,THEOPOMPUS,"THEOPOMPI FRAGMENTA",ΕΛΛΗΝΙΚΑ,,,"LIBER IV",,,,,280,fragment,13,,,Idem:,"Σελλασία, πόλις Λακωνική. Θεόπομπος ἐν τετάρτῳ Ἑλληνικῶν.","Sellasia, urbs Laconica. Theopompus in quarto Hellenicorum.",,
"Volumen primum",,,THEOPOMPUS,"THEOPOMPI FRAGMENTA",ΕΛΛΗΝΙΚΑ,,,"LIBER IV",,,,,280,fragment,14,,,Idem:,"Τρίνησσα, τόπος Φρυγίας· Θεόπομπος Ἑλληνικῶν τετάρτῳ.","Trinessa, locus Phrygiæ. Theopompus Hellenicorum quarto.",,
"Volumen primum",,,THEOPOMPUS,"THEOPOMPI FRAGMENTA",ΕΛΛΗΝΙΚΑ,,,"LIBER VII",,,,,280,fragment,15,,,"Athenæus VI, p. 271, F, 272, A:","Θεόπομπος δ ̓ ἐν ἑβδόμῳ Ἑλληνικῶν περὶ τῶν εἱλώτων λέγων, ὅτι καὶ Ἑλεᾶται καλοῦνται, γράφει οὕτως· «Τὸ δὲ τῶν Εἱλώτων ἔθνος παντάπασιν ὠμῶς διάκειται καὶ πικρῶς. Εἰσὶ γὰρ οὗτοι καταδεδουλωμένοι πολὺν ἤδη χρόνον ὑπὸ τῶν Σπαρτιατῶν, οἱ μὲν αὐτῶν ἐκ Μεσσήνης ὄντες, οἱ δὲ Ἑλεᾶται κατοικοῦντες πρότερον τὸ καλούμενον Ἕλος τῆς Λακωνικῆς.","Theopompus vero septimo libro Rerum Græcarum, de Helotibus loquens, fuisse etiam Helleatas nominatos scribit, his verbis: «Helotum vero gens prosus crudeliter et acerbe tractatur. Sunt autem hi a multo tempore in servitutem redacti a Spartiatis: et eorum alii quidem Mes sena sunt oriundi; alii vero Heleates, qui olim Helos quod vocatur, Laconiæ oppidum, incoluerant.»",,
"Volumen primum",,,THEOPOMPUS,"THEOPOMPI FRAGMENTA",ΕΛΛΗΝΙΚΑ,,,"LIBER VIII",,,,,280,fragment,15,a,,Stepnan.:,"Ὠρωπός. ...Θεόπομπος η’ Ἑλληνικῶν (sic cod. Rhediger. pro vulg. Θ. Καὶ Ἑλλάνικος)· «Ἀνακοινοῦνται τῶν Ὠρωπίων Τηλέφῳ καὶ τοῖς μετ ̓ ἐκείνου βουλομένοις καὶ τὸν Ὠρωπὸν ὑπάρχειν αὐτοῖς.»","Τheopompus libro octavo Hellenicorum: «Deliberandi caussa communicant cum Telepho Oropio et qui cum illo volebant Oropum quoque ipsis esse subjectam.»","Vix hæc sana. Videntur spectare ad frequentes illas Atheniensium cum Bœotis de possessione hujus urbis contestationes. Sed accuratius quiddam statui nequit, quum neque de Telepho illo aliunde constet, neque ex tempore, cujus historia hoc Hellenicorum libro tradenda erat, quidquam de Oropi fatis habeamus compertum. Fortasse Theopompus rerum ordinem ex more suo paulisper relinquens h. 1. egit de Themisone (quod nomen in voce Τηλέφῳ latere suspicari licet) Eretriæ tyranno, qui Ol. 103, 3, Oropum oppidum tum ad Atheniensium ditionem pertinens in potestatem suam redegit; Ὡς δὲ Ἀθηναῖοι ἔμελλον πολεμεῖν, ἔδοξε δίκη μᾶλλον κρίνεσθαι, τὸν λαβόντες φυλάξειν τὸ χωρίον· ὡς δὲ ἔλαβον οὐδετέροις ἀπέδοσαν, Ulpian ad Demosthen. Or. Pro Coron. p. 153 et in Midiam p. 335; cf. Diodor. XV, 76, ibique Wesseling. O. Müller. de Minyis, p. 411.",
"Volumen primum",,,THEOPOMPUS,"THEOPOMPI FRAGMENTA",ΕΛΛΗΝΙΚΑ,,,"LIBER VIII",,,,,280,fragment,16,,,Stephanus:,"Ἔμβατον, τόπος τῆς Ἐρυθραίας. Θεόπομπος Ἑλληνικῶν ὀγδόῃ.","Embatum, locus Erythrææ, de quo Theopompus libro octavo Hellenicorum.",,
"Volumen primum",,,THEOPOMPUS,"THEOPOMPI FRAGMENTA",ΕΛΛΗΝΙΚΑ,,,"LIBER VIII",,,,,280,fragment,17,,,Idem:,"Κάλπαι· πόλις Βιθυνῶν. Θεόπομπος ὀγδόῳ Ἑλληνικῶν.","Calpæ, urbs Bithynorum, de qua Theopompus libro octavo Hellenicorum.",,
"Volumen primum",,,THEOPOMPUS,"THEOPOMPI FRAGMENTA",ΕΛΛΗΝΙΚΑ,,,"LIBER VIII",,,,,280,fragment,18,,,Idem:,"Λαδεψοὶ καὶ Τρανιψοὶ, ἔθνη Βιθυνῶν· Θεόπομπος ὀγδόῳ Ἑλληνικῶν.","Ladepsi, et Tranipsi, gentes Bithyniæ, de quibus Theopompus libro octavo Hellenicorum.",,
"Volumen primum",,,THEOPOMPUS,"THEOPOMPI FRAGMENTA",ΕΛΛΗΝΙΚΑ,,,"LIBER VIII",,,,,280,fragment,19,,,Idem:,"Κυτώνιον, πόλις μεταξὺ Μυσίας καὶ Λυδίας· Θεόπομπος Ἑλληνικῶν ὀγδόῳ.","Cytonium, urbs Mysiam inter et Lydiam, de qua Theopompus libro octavo Hellenicorum.",,
"Volumen primum",,,THEOPOMPUS,"THEOPOMPI FRAGMENTA",ΕΛΛΗΝΙΚΑ,,,"LIBER IX",,,,,280,fragment,20,,,"Athenæus VI, p. 252, F:","Θεόπομπος δ ̓ ἐν τῇ ἐννάτῃ τῶν Ἑλληνικῶν, Σισύφου φησὶ τοῦ Φαρσαλίου κόλακα καὶ ὑπηρέτην γενέσθαι Ἀθήναιον τὸν Ἐρετριέα.","Theopompus vero, nono libro Rerum Græcanicarum, Sisyphi Pharsalii adsentatorem ministrumque fuisse ait Athenæum Eretriensem.",,
"Volumen primum",,,THEOPOMPUS,"THEOPOMPI FRAGMENTA",ΕΛΛΗΝΙΚΑ,,,"LIBER X",,,,,281,fragment,21,,,"Athenæus XII, p. 543, B, C:","Θεόπομπος δὲ ἐν τῇ δεκάτῃ τῶν Ἑλληνικῶν τᾶναντία φησὶ περὶ τοῦ Λυσάνδρου, ὅτι φιλόπονος ἦν καὶ θεραπεύειν δυνάμενος καὶ ἰδιώτας καὶ βασιλεῖς, σώφρων ὢν καὶ τῶν ἡδονῶν ἁπασῶν κρείττων· γενόμενος γοῦν τῆς Ἑλλάδος σχεδὸν ἁπάσης κύριος ἐν οὐδεμιᾷ φανήσεται τῶν πόλεων, οὔτε πρὸς τὰς ἀφροδισίους ἡδονὰς ὁρμήσας, οὔτε μέθαις καὶ πότοις ἀκαίροις χρησάμενος.","Theopompus vero decimo libro Hellenicorum contraria de Lysandro scribit: «fuisse eum industrium, qui officiis demereri novisset et privatos et reges, eumdem temperantem, nullique voluptati servientem. Sane, quum totius fere Græciæ, inquit, dominus esset, in nulla civitate aut venereis indulsisse voluptatibus, aut temulentiæ et intempestivis compotationibus, comperietur.»",,
"Volumen primum",,,THEOPOMPUS,"THEOPOMPI FRAGMENTA",ΕΛΛΗΝΙΚΑ,,,"LIBER X",,,,,281,fragment,22,,,"Plutarch. Lysandr. p. 450, c. 30:","Καὶ γὰρ ἡ πενία τοῦ Λυσάνδρου τελευτήσαντος ἐκκαλυφθεὶσα φανερωτέραν ἐποίησε τὴν ἀρετὴν, ἀπὸ χρημάτων πολλῶν καὶ δυνάμεως, θεραπείας τε πόλεων καὶ βασιλείας τοιαύης, μηδὲ μικρὸν ἐπιλαμπρύναντος τὸν οἶκον εἰς χρημάτων λόγον, ὡς ἱστορεῖ Θεόπομπος.","Etenim detecta defuncti paupertas Lysandri laudem reddidit ejus illustriorem, qui ex ingenti pecunia, potentia, urbium clientela, et regno tali domum suam, quod ad opes pecuniarias attinet, ne obolo quidem reddidit lautiorem, ut tradit Theopompus.",,
"Volumen primum",,,THEOPOMPUS,"THEOPOMPI FRAGMENTA",ΕΛΛΗΝΙΚΑ,,,"LIBER XI",,,,,281,fragment,23,,,"Athenæus XIV, p. 657, B, C:","Θεόπομπος ἐν τρισκαιδεκατῳ Θιλιππικῶν καὶ ἑνδεκάτῳ Ἑλληνικῶν, ἐν οἷς ἐμφανίζει τὸ περὶ τὴν γαστέρα τῶν Λακώνων ἐγκρατὲς, γράφει οὕτως· «Καὶ οἱ Θάσιοι ἔπεμψαν Ἀγησιλάῳ προσιόντι πρόβατα παντοδαπὰ καὶ βοῦς εὖ τεθραμμένους, πρὸς τούτοις δὲ καὶ πέμματα καὶ τραγημάτων εἶδος παντοδαπόν. Ὁ δ ̓ Ἀγησίλαος τὰ μὲν πρόβατα καὶ τοὺς βοῦς ἔλαβε, τὰ δὲ πέμματα καὶ τὰ τραγήματα πρὼτον μὲν οὐδὲ ἔγνω· κατεκεκκάλυπτο γάρ· ὡς δὲ κατεῖδεν, ἀποφέρειν αὐτοὺς ἐκέλευσεν, εἰπὼν, οὐ νόμιμον εἶναι Λακεδαιμονίοις χρῆσθαι τούτοις τοῖς ἐδέσμασι. Λιπαρούντων δὲ τῶν Θασίων, Δότε, φησὶ, φέροντες ἐκείνοις, δείξας τοὺς εἵλωτας, εἰπὼν ὅτι τούτους δέοι διαφθείπεσθαι τρώγοντας αὐτὰ πολὺ μᾶλλον ἢ αὐτὸν καὶ τοὺς παρόντας Λακεδαιμονίων.»","Theopompus decimo tertio Philippicorum et undecimo Hellenicorum, ubi continentiam Lacedæmoniorum quod ad gulam declarat, ita scribit: «Et Tachos adpropinquanti «Agesilao cibariorum omne genus misit, oves et bo-«ves bene saginatos, ad hæc pistorii operis et bellario «rum omne genus. Agesilaus vero oves quidem et boves «accepit: pistorium autem opus et bellaria primum ne «animadverterat quidem; tecta quippe erant: postquam «vero conspexit, auferre illos hæc jussit, dicens non fas «esse Lacedœmoniis uti hisce eduliis. Instantibus vero «regis legatis: Istis, inquit, hœc date, Helotas ostendens, «dicensque, hos potius talibus eduliis corrumpendos, «quam aut se aut præsentes Lacedæmonios.»","Verba καὶ οἱ Θάσιοι et Λιπαρούντων δὲ τῶν τῶν Θασίων corrupta esse satis apparet ex eodem Athenæo IX, p. 384, A: Θεόπομπος μὲν ὁ Χῖος ἐν ταῖς Ἑλληνικαῖς κἀν τῇ τρισκαιδεκάτῃ δὲ τῶν Φιλιππικῶν Ἀγησιλώάῳ τῷ Λάκωνι εἰς Αἴγυπτον ἀφικομένῳ πέμψαι τοὺς Αἰγυπτίους χῆνας, καὶ μόσχους σιτευτούς· idemque colligitur ex Nepotis Agesil. c. 8, quem Theopompum habuisse auctorem in aperto est: Quod ei usu venit, quum annorum octoginta, subsidio Thaco in Ægyptum ivisset. ... Hujus de adventu fama quum ad regios sunt allata. His quœrentibus Agesilaum, vix fides facta est, unum esse ex his, qui tum accubabant. Qui quum regis verbis, quœ attulerant, dedissent, ille prœter vitulina et hujusmodi genera obsonii, quœ prœsens tempus desiderabat, nihil accepit, unguenta, coronas secundamque mensam servis dispertiit, cœtera referri jussit. Cf. Plutarch. Agesil. c. 36. His locis eadem res constanter de Ægyptiis narratur, neque usquam traditur Agesilaus Thasiis opem tulisse, aut omnino negotii quid cum iis habuisse. Elucet nomen Tachi regis corruptelæ ansam dedisse; quare cum Wichersio legamus: καὶ ὁ Τάχως ἔπεμψε pro καὶ οἱ Θάσιοι ἔπεμψαν, et τῶν τοῦ Ταχὼ (στρατηγῶν) pro τῶν Θασίων.",
"Volumen primum",,,THEOPOMPUS,"THEOPOMPI FRAGMENTA",ΕΛΛΗΝΙΚΑ,,,"LIBER XI",,,,,281,fragment,24,,,"Plutarch. Agesil. p. 601, c. 10, de Agesilao:","Καὶ μέγιστος μὲν ἦν ὁμλογουμένως, καὶ τῶν τότε ζώντων ἐπιφανέστατος, ὡς εἴρηκέ που καὶ Θεόπομπος.","Citra controversiam maximus erat (Agesilaus) omniumque memoriæ suæ clarissimus, ut etiam testatus est alicubi Theopompus.",,
"Volumen primum",,,THEOPOMPUS,"THEOPOMPI FRAGMENTA",ΕΛΛΗΝΙΚΑ,,,"LIBER XI",,,,,281,fragment,25,,,Stephan.:,"Τραλλία, μοῖρα τῆς Ἰλλυρίας. Λέγονται καὶ Τράλλοι καὶ Τράλλες παρὰ Θεοπόμπῳ.","Trallia, pars Illyriæ. Incolæ dicuntur et Tralli,et Tralles apud Theopompum.","«Est fortasse hoc fragmentum pars enarrationis Agesilai ex Asia reditus, quod propter Trallum mentionem suspicari licet.» Wichers., qui laudat Plutarch, Agesil. 16, Diodor. XIV, 83.",
